"model","case","R","Var_a","method","n","mean_MSPE","MCSE","lower","upper","R_factor","Var_a_label"
"Random-slope model (RS)",8,50,2.25,"LM",20,26.7297570197121,0.728631772792648,25.3016387450385,28.1578752943857,"50","Var(a) = 2.25"
"Random-intercept model (RI)",9,10,0.5,"ORACLE",20,9.05840249883612,0.0549434578959842,8.95071332135999,9.16609167631225,"10","Var(a) = 0.50"
"Random-intercept model (RI)",9,10,0.5,"CIRG",20,9.4630477796139,0.0806700036283527,9.30493457250233,9.62116098672547,"10","Var(a) = 0.50"
"Random-intercept model (RI)",9,10,0.5,"KM",20,9.46222494227386,0.0805931680045388,9.30426233298497,9.62018755156276,"10","Var(a) = 0.50"
"Random-intercept model (RI)",9,10,0.5,"BLM",20,9.46422789578954,0.0805816290198685,9.3062879029106,9.62216788866848,"10","Var(a) = 0.50"
"Random-intercept model (RI)",9,10,0.5,"CPF",20,9.46325016920723,0.0805778538205771,9.3053175757189,9.62118276269556,"10","Var(a) = 0.50"
"Random-intercept model (RI)",9,10,0.5,"OBS",20,9.46247273763302,0.0806228417320312,9.30445196783824,9.62049350742781,"10","Var(a) = 0.50"
"Random-intercept model (RI)",9,10,0.5,"LM",20,9.46196283340469,0.0805852776249272,9.30401568925983,9.61990997754955,"10","Var(a) = 0.50"
"Random-intercept model (RI)",9,20,0.5,"ORACLE",20,9.05753315789723,0.0558293045326866,8.94810772101316,9.1669585947813,"20","Var(a) = 0.50"
"Random-intercept model (RI)",9,20,0.5,"CIRG",20,9.48654388348703,0.0742638077625202,9.34098682027249,9.63210094670156,"20","Var(a) = 0.50"
"Random-intercept model (RI)",9,20,0.5,"KM",20,9.48642808452971,0.0742149516020605,9.34096677938967,9.63188938966974,"20","Var(a) = 0.50"
"Random-intercept model (RI)",9,20,0.5,"BLM",20,9.50402410510836,0.0749212120652515,9.35717852946047,9.65086968075625,"20","Var(a) = 0.50"
"Random-intercept model (RI)",9,20,0.5,"CPF",20,9.49725104703681,0.0746934590209975,9.35085186735565,9.64365022671796,"20","Var(a) = 0.50"
"Random-intercept model (RI)",9,20,0.5,"OBS",20,9.48941132250187,0.0742104258727292,9.34395888779132,9.63486375721242,"20","Var(a) = 0.50"
"Random-intercept model (RI)",9,20,0.5,"LM",20,9.48646973486924,0.0742304273438395,9.34097809727531,9.63196137246316,"20","Var(a) = 0.50"
"Random-intercept model (RI)",9,50,0.5,"ORACLE",20,9.10285406257043,0.0569633259835891,8.99120594364259,9.21450218149826,"50","Var(a) = 0.50"
"Random-intercept model (RI)",9,50,0.5,"CIRG",20,9.49510505006448,0.0563984913308079,9.3845640070561,9.60564609307287,"50","Var(a) = 0.50"
"Random-intercept model (RI)",9,50,0.5,"KM",20,9.49460211094843,0.0564076248363219,9.38404316626924,9.60516105562762,"50","Var(a) = 0.50"
"Random-intercept model (RI)",9,50,0.5,"BLM",20,9.53495203725502,0.0565365758800681,9.42414034853008,9.64576372597995,"50","Var(a) = 0.50"
"Random-intercept model (RI)",9,50,0.5,"CPF",20,9.5069353549692,0.056613319203223,9.39597324933089,9.61789746060752,"50","Var(a) = 0.50"
"Random-intercept model (RI)",9,50,0.5,"OBS",20,9.49536775911391,0.0562263977598379,9.38516401950463,9.6055714987232,"50","Var(a) = 0.50"
"Random-intercept model (RI)",9,50,0.5,"LM",20,9.49495983152046,0.0563934174777884,9.38442873326399,9.60549092977692,"50","Var(a) = 0.50"
"Random-intercept model (RI)",9,10,2.25,"ORACLE",20,9.05838805153893,0.0549732669236766,8.95064044836852,9.16613565470933,"10","Var(a) = 2.25"
"Random-intercept model (RI)",9,10,2.25,"CIRG",20,10.9060175914728,0.221091492992688,10.4726782652071,11.3393569177385,"10","Var(a) = 2.25"
"Random-intercept model (RI)",9,10,2.25,"KM",20,10.9052784933881,0.221115510981067,10.4718920918652,11.338664894911,"10","Var(a) = 2.25"
"Random-intercept model (RI)",9,10,2.25,"BLM",20,10.907664426229,0.221145679897563,10.4742188936298,11.3411099588282,"10","Var(a) = 2.25"
"Random-intercept model (RI)",9,10,2.25,"CPF",20,10.9065690941714,0.221155838099729,10.473103651496,11.3400345368469,"10","Var(a) = 2.25"
"Random-intercept model (RI)",9,10,2.25,"OBS",20,10.9057882042975,0.22116845693878,10.4722980286975,11.3392783798975,"10","Var(a) = 2.25"
"Random-intercept model (RI)",9,10,2.25,"LM",20,10.9051690359126,0.221098767134726,10.4718154523285,11.3385226194967,"10","Var(a) = 2.25"
"Random-intercept model (RI)",9,20,2.25,"ORACLE",20,9.05925243467865,0.0560884120534834,8.94931914705383,9.16918572230348,"20","Var(a) = 2.25"
"Random-intercept model (RI)",9,20,2.25,"CIRG",20,11.0863120938245,0.184562217829425,10.7245701468788,11.4480540407702,"20","Var(a) = 2.25"
"Random-intercept model (RI)",9,20,2.25,"KM",20,11.0861261602614,0.184584909983653,10.7243397366934,11.4479125838293,"20","Var(a) = 2.25"
"Random-intercept model (RI)",9,20,2.25,"BLM",20,11.1079703911024,0.185688116054287,10.744021683636,11.4719190985688,"20","Var(a) = 2.25"
"Random-intercept model (RI)",9,20,2.25,"CPF",20,11.0999417535923,0.185396738082962,10.7365641469497,11.4633193602349,"20","Var(a) = 2.25"
"Random-intercept model (RI)",9,20,2.25,"OBS",20,11.0892300341013,0.184661082149322,10.7272943130887,11.451165755114,"20","Var(a) = 2.25"
"Random-intercept model (RI)",9,20,2.25,"LM",20,11.0861089533516,0.184583674432232,10.7243249514644,11.4478929552388,"20","Var(a) = 2.25"
"Random-intercept model (RI)",9,50,2.25,"ORACLE",20,9.10807948541122,0.0572322579409124,8.99590425984703,9.22025471097541,"50","Var(a) = 2.25"
"Random-intercept model (RI)",9,50,2.25,"CIRG",20,11.0633982913825,0.109218797477245,10.8493294483271,11.2774671344379,"50","Var(a) = 2.25"
"Random-intercept model (RI)",9,50,2.25,"KM",20,11.0627938155138,0.109216592961934,10.8487292933085,11.2768583377192,"50","Var(a) = 2.25"
"Random-intercept model (RI)",9,50,2.25,"BLM",20,11.1110303525864,0.111097947226826,10.8932783760218,11.3287823291509,"50","Var(a) = 2.25"
"Random-intercept model (RI)",9,50,2.25,"CPF",20,11.0876694094674,0.110956564338516,10.870194543364,11.3051442755709,"50","Var(a) = 2.25"
"Random-intercept model (RI)",9,50,2.25,"OBS",20,11.064003558845,0.109182990003189,10.8500048984388,11.2780022192513,"50","Var(a) = 2.25"
"Random-intercept model (RI)",9,50,2.25,"LM",20,11.0632734133586,0.109218736212938,10.8492046903813,11.277342136336,"50","Var(a) = 2.25"
"Random-slope model (RS)",9,10,0.5,"ORACLE",20,10.029442895002,0.0698852293366612,9.89246784550215,10.1664179445019,"10","Var(a) = 0.50"
"Random-slope model (RS)",9,10,0.5,"CIRG",20,18.0779282527486,0.308515025144626,17.4732388034651,18.682617702032,"10","Var(a) = 0.50"
"Random-slope model (RS)",9,10,0.5,"KM",20,18.0773505654603,0.308262188085909,17.4731566768119,18.6815444541087,"10","Var(a) = 0.50"
"Random-slope model (RS)",9,10,0.5,"BLM",20,18.0787880237791,0.308315154170907,17.4744903216041,18.6830857259541,"10","Var(a) = 0.50"
"Random-slope model (RS)",9,10,0.5,"CPF",20,18.0885317952681,0.308667779427386,17.4835429475904,18.6935206429458,"10","Var(a) = 0.50"
"Random-slope model (RS)",9,10,0.5,"OBS",20,18.0877068225693,0.308542699259093,17.4829631320215,18.6924505131171,"10","Var(a) = 0.50"
"Random-slope model (RS)",9,10,0.5,"LM",20,18.0787880237791,0.308315154170907,17.4744903216041,18.6830857259541,"10","Var(a) = 0.50"
"Random-slope model (RS)",9,20,0.5,"ORACLE",20,10.9699972431627,0.0776910261251798,10.8177228319574,11.1222716543681,"20","Var(a) = 0.50"
"Random-slope model (RS)",9,20,0.5,"CIRG",20,18.6261626188633,0.224973445741776,18.1852146652094,19.0671105725171,"20","Var(a) = 0.50"
"Random-slope model (RS)",9,20,0.5,"KM",20,18.627026923189,0.225109114980705,18.1858130578269,19.0682407885512,"20","Var(a) = 0.50"
"Random-slope model (RS)",9,20,0.5,"BLM",20,18.626356616338,0.224929160599855,18.1854954615623,19.0672177711137,"20","Var(a) = 0.50"
"Random-slope model (RS)",9,20,0.5,"CPF",20,18.6299709012119,0.224667273700994,18.1896230447579,19.0703187576658,"20","Var(a) = 0.50"
"Random-slope model (RS)",9,20,0.5,"OBS",20,18.6306470418526,0.224446262471072,18.1907323674093,19.0705617162959,"20","Var(a) = 0.50"
"Random-slope model (RS)",9,20,0.5,"LM",20,18.626356616338,0.224929160599855,18.1854954615623,19.0672177711137,"20","Var(a) = 0.50"
"Random-slope model (RS)",9,50,0.5,"ORACLE",20,12.9144128741272,0.0817781104307329,12.7541277776829,13.0746979705714,"50","Var(a) = 0.50"
"Random-slope model (RS)",9,50,0.5,"CIRG",20,19.2315943670389,0.160717950785678,18.916587183499,19.5466015505788,"50","Var(a) = 0.50"
"Random-slope model (RS)",9,50,0.5,"KM",20,19.2328628274476,0.160781180555277,18.9177317135592,19.5479939413359,"50","Var(a) = 0.50"
"Random-slope model (RS)",9,50,0.5,"BLM",20,19.2322555667252,0.161169611862147,18.9163631274754,19.548148005975,"50","Var(a) = 0.50"
"Random-slope model (RS)",9,50,0.5,"CPF",20,19.2522094065344,0.161381196599341,18.9359022611997,19.5685165518691,"50","Var(a) = 0.50"
"Random-slope model (RS)",9,50,0.5,"OBS",20,19.246028752305,0.161195973969855,18.9300846433241,19.5619728612859,"50","Var(a) = 0.50"
"Random-slope model (RS)",9,50,0.5,"LM",20,19.2322555667252,0.161169611862147,18.9163631274754,19.548148005975,"50","Var(a) = 0.50"
"Random-slope model (RS)",9,10,2.25,"ORACLE",20,10.0292634847635,0.0698277863894937,9.89240102344008,10.1661259460869,"10","Var(a) = 2.25"
"Random-slope model (RS)",9,10,2.25,"CIRG",20,19.5433341743625,0.384276346346233,18.7901525355239,20.2965158132011,"10","Var(a) = 2.25"
"Random-slope model (RS)",9,10,2.25,"KM",20,19.5428696585556,0.383914698136381,18.7903968502083,20.2953424669029,"10","Var(a) = 2.25"
"Random-slope model (RS)",9,10,2.25,"BLM",20,19.5443285592111,0.384104083556553,18.7914845554402,20.2971725629819,"10","Var(a) = 2.25"
"Random-slope model (RS)",9,10,2.25,"CPF",20,19.5585798555954,0.384608009814839,18.8047481563583,20.3124115548325,"10","Var(a) = 2.25"
"Random-slope model (RS)",9,10,2.25,"OBS",20,19.5552608084086,0.38476855714413,18.8011144364061,20.3094071804111,"10","Var(a) = 2.25"
"Random-slope model (RS)",9,10,2.25,"LM",20,19.5443285592111,0.384104083556554,18.7914845554402,20.2971725629819,"10","Var(a) = 2.25"
"Random-slope model (RS)",9,20,2.25,"ORACLE",20,10.9693551746802,0.0778065446275508,10.8168543472102,11.1218560021502,"20","Var(a) = 2.25"
"Random-slope model (RS)",9,20,2.25,"CIRG",20,20.2669749833381,0.204814762949436,19.8655380479573,20.668411918719,"20","Var(a) = 2.25"
"Random-slope model (RS)",9,20,2.25,"KM",20,20.2677785170042,0.205019060484059,19.8659411584555,20.669615875553,"20","Var(a) = 2.25"
"Random-slope model (RS)",9,20,2.25,"BLM",20,20.2677635482985,0.204885962500474,19.8661870617975,20.6693400347994,"20","Var(a) = 2.25"
"Random-slope model (RS)",9,20,2.25,"CPF",20,20.2737131202545,0.204586802902325,19.8727229865659,20.674703253943,"20","Var(a) = 2.25"
"Random-slope model (RS)",9,20,2.25,"OBS",20,20.273947390192,0.204870129761093,19.8724019358602,20.6754928445237,"20","Var(a) = 2.25"
"Random-slope model (RS)",9,20,2.25,"LM",20,20.2677635482985,0.204885962500474,19.8661870617975,20.6693400347994,"20","Var(a) = 2.25"
"Random-slope model (RS)",9,50,2.25,"ORACLE",20,12.9331857520976,0.0830931874374532,12.7703231047202,13.096048399475,"50","Var(a) = 2.25"
"Random-slope model (RS)",9,50,2.25,"CIRG",20,20.7767989807811,0.209359446843623,20.3664544649676,21.1871434965946,"50","Var(a) = 2.25"
"Random-slope model (RS)",9,50,2.25,"KM",20,20.7780792024907,0.209495345204659,20.3674683258896,21.1886900790919,"50","Var(a) = 2.25"
"Random-slope model (RS)",9,50,2.25,"BLM",20,20.7772421326473,0.209762955108789,20.366106740634,21.1883775246605,"50","Var(a) = 2.25"
"Random-slope model (RS)",9,50,2.25,"CPF",20,20.8125137393647,0.212583783842743,20.3958495230329,21.2291779556965,"50","Var(a) = 2.25"
"Random-slope model (RS)",9,50,2.25,"OBS",20,20.7907944381404,0.20922589650859,20.3807116809836,21.2008771952973,"50","Var(a) = 2.25"
"Random-slope model (RS)",9,50,2.25,"LM",20,20.7772421326473,0.209762955108789,20.366106740634,21.1883775246605,"50","Var(a) = 2.25"
"Random-intercept model (RI)",10,10,0.5,"ORACLE",20,9.03775931673266,0.0527510275302044,8.93436730277345,9.14115133069186,"10","Var(a) = 0.50"
"Random-intercept model (RI)",10,10,0.5,"CIRG",20,9.28084630698389,0.0701356988401378,9.14338033725722,9.41831227671056,"10","Var(a) = 0.50"
"Random-intercept model (RI)",10,10,0.5,"KM",20,9.26033168668467,0.0707817669182304,9.12159942352494,9.3990639498444,"10","Var(a) = 0.50"
"Random-intercept model (RI)",10,10,0.5,"BLM",20,9.3723258290831,0.0731161841603397,9.22901810812883,9.51563355003736,"10","Var(a) = 0.50"
"Random-intercept model (RI)",10,10,0.5,"CPF",20,9.37148049213477,0.0731592362068991,9.22808838916925,9.51487259510029,"10","Var(a) = 0.50"
"Random-intercept model (RI)",10,10,0.5,"OBS",20,9.37139715621903,0.0730920720137867,9.228136695072,9.51465761736605,"10","Var(a) = 0.50"
"Random-intercept model (RI)",10,10,0.5,"LM",20,9.3710145252404,0.0732918126459183,9.2273625724544,9.5146664780264,"10","Var(a) = 0.50"
"Random-intercept model (RI)",10,20,0.5,"ORACLE",20,9.06253626750263,0.0525224442439225,8.95959227678454,9.16548025822072,"20","Var(a) = 0.50"
"Random-intercept model (RI)",10,20,0.5,"CIRG",20,9.43018478470766,0.0596976325386315,9.31317742493194,9.54719214448338,"20","Var(a) = 0.50"
"Random-intercept model (RI)",10,20,0.5,"KM",20,9.37300694086539,0.0600492494122186,9.25531041201744,9.49070346971334,"20","Var(a) = 0.50"
"Random-intercept model (RI)",10,20,0.5,"BLM",20,9.50043662530571,0.0609367832645472,9.38100053010719,9.61987272050422,"20","Var(a) = 0.50"
"Random-intercept model (RI)",10,20,0.5,"CPF",20,9.49701696810365,0.0610766770262842,9.37730668113213,9.61672725507516,"20","Var(a) = 0.50"
"Random-intercept model (RI)",10,20,0.5,"OBS",20,9.49489711468948,0.0610378346229743,9.37526295882845,9.61453127055051,"20","Var(a) = 0.50"
"Random-intercept model (RI)",10,20,0.5,"LM",20,9.4943374789505,0.0610320029099361,9.37471475324703,9.61396020465398,"20","Var(a) = 0.50"
"Random-intercept model (RI)",10,50,0.5,"ORACLE",20,9.07726383621642,0.0554116401203299,8.96865702158058,9.18587065085227,"50","Var(a) = 0.50"
"Random-intercept model (RI)",10,50,0.5,"CIRG",20,9.48097564717756,0.0601251568675854,9.36313033971709,9.59882095463802,"50","Var(a) = 0.50"
"Random-intercept model (RI)",10,50,0.5,"KM",20,9.4296014855648,0.0626260041304455,9.30685451746913,9.55234845366047,"50","Var(a) = 0.50"
"Random-intercept model (RI)",10,50,0.5,"BLM",20,9.56520422467621,0.0598282772675592,9.44794080123179,9.68246764812062,"50","Var(a) = 0.50"
"Random-intercept model (RI)",10,50,0.5,"CPF",20,9.54789909116206,0.0603132048366231,9.42968520968228,9.66611297264184,"50","Var(a) = 0.50"
"Random-intercept model (RI)",10,50,0.5,"OBS",20,9.53091640561005,0.0594781289783965,9.41433927281239,9.64749353840771,"50","Var(a) = 0.50"
"Random-intercept model (RI)",10,50,0.5,"LM",20,9.53082804373214,0.0594764703789703,9.41425416178936,9.64740192567493,"50","Var(a) = 0.50"
"Random-intercept model (RI)",10,10,2.25,"ORACLE",20,9.03775282303334,0.0528472830241833,8.93417214830593,9.14133349776074,"10","Var(a) = 2.25"
"Random-intercept model (RI)",10,10,2.25,"CIRG",20,10.1745043923154,0.193103464531422,9.7960216018338,10.552987182797,"10","Var(a) = 2.25"
"Random-intercept model (RI)",10,10,2.25,"KM",20,10.0853249030368,0.200824967905765,9.69170796594148,10.4789418401321,"10","Var(a) = 2.25"
"Random-intercept model (RI)",10,10,2.25,"BLM",20,10.5837696006957,0.22834244320304,10.1362184120178,11.0313207893737,"10","Var(a) = 2.25"
"Random-intercept model (RI)",10,10,2.25,"CPF",20,10.5829618559223,0.228470431378774,10.1351598104199,11.0307639014247,"10","Var(a) = 2.25"
"Random-intercept model (RI)",10,10,2.25,"OBS",20,10.5823805886041,0.228537500595414,10.1344470874371,11.0303140897711,"10","Var(a) = 2.25"
"Random-intercept model (RI)",10,10,2.25,"LM",20,10.5816517916537,0.228730859976587,10.1333393060996,11.0299642772078,"10","Var(a) = 2.25"
"Random-intercept model (RI)",10,20,2.25,"ORACLE",20,9.06366345732079,0.0525662427342202,8.96063362156172,9.16669329307986,"20","Var(a) = 2.25"
"Random-intercept model (RI)",10,20,2.25,"CIRG",20,10.7505020082855,0.166070585765986,10.4250036601842,11.0760003563869,"20","Var(a) = 2.25"
"Random-intercept model (RI)",10,20,2.25,"KM",20,10.5127918812112,0.148031797651017,10.2226495578152,10.8029342046072,"20","Var(a) = 2.25"
"Random-intercept model (RI)",10,20,2.25,"BLM",20,11.080652529908,0.173409096862243,10.740770700058,11.420534359758,"20","Var(a) = 2.25"
"Random-intercept model (RI)",10,20,2.25,"CPF",20,11.0769052147277,0.173450550422201,10.7369421359002,11.4168682935552,"20","Var(a) = 2.25"
"Random-intercept model (RI)",10,20,2.25,"OBS",20,11.0732541489329,0.173514785179942,10.7331651699802,11.4133431278855,"20","Var(a) = 2.25"
"Random-intercept model (RI)",10,20,2.25,"LM",20,11.0728854445059,0.173545560335027,10.7327361462493,11.4130347427626,"20","Var(a) = 2.25"
"Random-intercept model (RI)",10,50,2.25,"ORACLE",20,9.08211460626295,0.0555318379198301,8.97327220394009,9.19095700858582,"50","Var(a) = 2.25"
"Random-intercept model (RI)",10,50,2.25,"CIRG",20,10.992436729499,0.116286535990235,10.7645151189581,11.2203583400399,"50","Var(a) = 2.25"
"Random-intercept model (RI)",10,50,2.25,"KM",20,10.7678093797805,0.120691285842667,10.5312544595289,11.0043643000322,"50","Var(a) = 2.25"
"Random-intercept model (RI)",10,50,2.25,"BLM",20,11.3026217739297,0.12749851417413,11.0527246861484,11.552518861711,"50","Var(a) = 2.25"
"Random-intercept model (RI)",10,50,2.25,"CPF",20,11.2793088489182,0.126932106780966,11.0305219196275,11.5280957782089,"50","Var(a) = 2.25"
"Random-intercept model (RI)",10,50,2.25,"OBS",20,11.2650935504147,0.127023425576116,11.0161276362856,11.5140594645439,"50","Var(a) = 2.25"
"Random-intercept model (RI)",10,50,2.25,"LM",20,11.2650893033713,0.126945328937113,11.0162764586545,11.513902148088,"50","Var(a) = 2.25"
"Random-slope model (RS)",10,10,0.5,"ORACLE",20,9.50223772363212,0.056464471075328,9.39156736032447,9.61290808693976,"10","Var(a) = 0.50"
"Random-slope model (RS)",10,10,0.5,"CIRG",20,11.8283479306962,0.296066707325866,11.2480571843375,12.4086386770549,"10","Var(a) = 0.50"
"Random-slope model (RS)",10,10,0.5,"KM",20,11.0663538042301,0.14203997581577,10.7879554516312,11.344752156829,"10","Var(a) = 0.50"
"Random-slope model (RS)",10,10,0.5,"BLM",20,12.9491327100169,0.281235502693786,12.3979111247371,13.5003542952967,"10","Var(a) = 0.50"
"Random-slope model (RS)",10,10,0.5,"CPF",20,12.9643176448858,0.28400545487968,12.4076669533217,13.52096833645,"10","Var(a) = 0.50"
"Random-slope model (RS)",10,10,0.5,"OBS",20,12.9633688082967,0.283646129623869,12.407422394234,13.5193152223595,"10","Var(a) = 0.50"
"Random-slope model (RS)",10,10,0.5,"LM",20,12.9491327100169,0.281235502693786,12.3979111247371,13.5003542952967,"10","Var(a) = 0.50"
"Random-slope model (RS)",10,20,0.5,"ORACLE",20,9.79023875291311,0.0540091978371538,9.68438072515229,9.89609678067393,"20","Var(a) = 0.50"
"Random-slope model (RS)",10,20,0.5,"CIRG",20,18.5204653723858,1.24934003105572,16.0717589115165,20.969171833255,"20","Var(a) = 0.50"
"Random-slope model (RS)",10,20,0.5,"KM",20,16.820754999094,0.973793812070228,14.9121191274363,18.7293908707516,"20","Var(a) = 0.50"
"Random-slope model (RS)",10,20,0.5,"BLM",20,22.4202910120437,1.51707286610406,19.4468281944797,25.3937538296076,"20","Var(a) = 0.50"
"Random-slope model (RS)",10,20,0.5,"CPF",20,22.4464735305395,1.51910387246964,19.469029940499,25.42391712058,"20","Var(a) = 0.50"
"Random-slope model (RS)",10,20,0.5,"OBS",20,22.4510180883688,1.51575814981083,19.4801321147395,25.421904061998,"20","Var(a) = 0.50"
"Random-slope model (RS)",10,20,0.5,"LM",20,22.4202910120437,1.51707286610406,19.4468281944797,25.3937538296076,"20","Var(a) = 0.50"
"Random-slope model (RS)",10,50,0.5,"ORACLE",20,10.24372385624,0.0460296737634024,10.1535056956638,10.3339420168163,"50","Var(a) = 0.50"
"Random-slope model (RS)",10,50,0.5,"CIRG",20,81.4587579763239,6.92457555422803,67.886589890037,95.0309260626109,"50","Var(a) = 0.50"
"Random-slope model (RS)",10,50,0.5,"KM",20,60.3543851352092,3.71131321184891,53.0802112399854,67.6285590304331,"50","Var(a) = 0.50"
"Random-slope model (RS)",10,50,0.5,"BLM",20,105.331584798165,7.31916994661684,90.986011702796,119.677157893534,"50","Var(a) = 0.50"
"Random-slope model (RS)",10,50,0.5,"CPF",20,105.607878613922,7.33353220605429,91.2341554900557,119.981601737788,"50","Var(a) = 0.50"
"Random-slope model (RS)",10,50,0.5,"OBS",20,106.174176837627,7.35092950115914,91.7663550153554,120.581998659899,"50","Var(a) = 0.50"
"Random-slope model (RS)",10,50,0.5,"LM",20,105.331584798165,7.31916994661684,90.986011702796,119.677157893534,"50","Var(a) = 0.50"
"Random-slope model (RS)",10,10,2.25,"ORACLE",20,9.50480657655977,0.0563239583164667,9.3944116182595,9.61520153486005,"10","Var(a) = 2.25"
"Random-slope model (RS)",10,10,2.25,"CIRG",20,12.3779906377356,0.321257700476305,11.7483255448021,13.0076557306692,"10","Var(a) = 2.25"
"Random-slope model (RS)",10,10,2.25,"KM",20,11.4535751888498,0.13021306056802,11.1983575901365,11.7087927875631,"10","Var(a) = 2.25"
"Random-slope model (RS)",10,10,2.25,"BLM",20,13.8762063709062,0.304399064754011,13.2795842039883,14.472828537824,"10","Var(a) = 2.25"
"Random-slope model (RS)",10,10,2.25,"CPF",20,13.888282280304,0.306875839804875,13.2868056342865,14.4897589263216,"10","Var(a) = 2.25"
"Random-slope model (RS)",10,10,2.25,"OBS",20,13.8898924578225,0.306531085558174,13.2890915301285,14.4906933855166,"10","Var(a) = 2.25"
"Random-slope model (RS)",10,10,2.25,"LM",20,13.8762063709062,0.304399064754012,13.2795842039883,14.472828537824,"10","Var(a) = 2.25"
"Random-slope model (RS)",10,20,2.25,"ORACLE",20,9.79404421208273,0.0543002764240684,9.68761567029155,9.9004727538739,"20","Var(a) = 2.25"
"Random-slope model (RS)",10,20,2.25,"CIRG",20,19.445200022821,1.17749205824993,17.1373155886511,21.7530844569909,"20","Var(a) = 2.25"
"Random-slope model (RS)",10,20,2.25,"KM",20,17.5564638222642,0.834305632162847,15.921224783225,19.1917028613033,"20","Var(a) = 2.25"
"Random-slope model (RS)",10,20,2.25,"BLM",20,23.9023226158557,1.40984362059397,21.1390291194915,26.6656161122198,"20","Var(a) = 2.25"
"Random-slope model (RS)",10,20,2.25,"CPF",20,23.9359231349993,1.41102467976994,21.1703147626502,26.7015315073484,"20","Var(a) = 2.25"
"Random-slope model (RS)",10,20,2.25,"OBS",20,23.9338721465374,1.40890211227429,21.1724240064798,26.695320286595,"20","Var(a) = 2.25"
"Random-slope model (RS)",10,20,2.25,"LM",20,23.9023226158557,1.40984362059397,21.1390291194915,26.6656161122198,"20","Var(a) = 2.25"
"Random-slope model (RS)",10,50,2.25,"ORACLE",20,10.2466007704293,0.0460395869288104,10.1563631800489,10.3368383608098,"50","Var(a) = 2.25"
"Random-slope model (RS)",10,50,2.25,"CIRG",20,83.0880841106351,6.90228714118689,69.5596013139088,96.6165669073614,"50","Var(a) = 2.25"
"Random-slope model (RS)",10,50,2.25,"KM",20,61.4206780374326,3.88658476473189,53.8029718985581,69.0383841763071,"50","Var(a) = 2.25"
"Random-slope model (RS)",10,50,2.25,"BLM",20,107.400245503871,7.18118322426344,93.3251263843147,121.475364623427,"50","Var(a) = 2.25"
"Random-slope model (RS)",10,50,2.25,"CPF",20,107.678142336832,7.19714556566801,93.5717370281227,121.784547645541,"50","Var(a) = 2.25"
"Random-slope model (RS)",10,50,2.25,"OBS",20,108.250451035292,7.21240601279255,94.114135250219,122.386766820366,"50","Var(a) = 2.25"
"Random-slope model (RS)",10,50,2.25,"LM",20,107.400245503871,7.18118322426344,93.3251263843147,121.475364623427,"50","Var(a) = 2.25"
"Random-intercept model (RI)",11,10,0.5,"ORACLE",20,9.12398774947497,0.0466795774544024,9.03249577766434,9.2154797212856,"10","Var(a) = 0.50"
"Random-intercept model (RI)",11,10,0.5,"CIRG",20,9.13239066799297,0.0440964655563047,9.04596159550262,9.21881974048333,"10","Var(a) = 0.50"
"Random-intercept model (RI)",11,10,0.5,"KM",20,9.13373651806313,0.0437116310617509,9.0480617211821,9.21941131494416,"10","Var(a) = 0.50"
"Random-intercept model (RI)",11,10,0.5,"BLM",20,9.1418592053256,0.042838783114607,9.05789519042097,9.22582322023023,"10","Var(a) = 0.50"
"Random-intercept model (RI)",11,10,0.5,"CPF",20,9.14044168421554,0.0429058578270038,9.05634620287461,9.22453716555646,"10","Var(a) = 0.50"
"Random-intercept model (RI)",11,10,0.5,"OBS",20,9.13952586739619,0.042992658448557,9.05526025683702,9.22379147795536,"10","Var(a) = 0.50"
"Random-intercept model (RI)",11,10,0.5,"LM",20,9.13889056851511,0.0431233283812978,9.05436884488777,9.22341229214245,"10","Var(a) = 0.50"
"Random-intercept model (RI)",11,20,0.5,"ORACLE",20,9.12406448271394,0.0518170563450184,9.0225030522777,9.22562591315017,"20","Var(a) = 0.50"
"Random-intercept model (RI)",11,20,0.5,"CIRG",20,9.12906893918025,0.0518219284062978,9.0274979595039,9.23063991885659,"20","Var(a) = 0.50"
"Random-intercept model (RI)",11,20,0.5,"KM",20,9.12847946882035,0.0515870093712705,9.02736893045266,9.22959000718804,"20","Var(a) = 0.50"
"Random-intercept model (RI)",11,20,0.5,"BLM",20,9.1352711928299,0.0517186954187775,9.0339025498091,9.2366398358507,"20","Var(a) = 0.50"
"Random-intercept model (RI)",11,20,0.5,"CPF",20,9.1318606112949,0.0515694001110206,9.0307845870773,9.2329366355125,"20","Var(a) = 0.50"
"Random-intercept model (RI)",11,20,0.5,"OBS",20,9.12976137436815,0.0520161408670615,9.0278097382687,9.23171301046759,"20","Var(a) = 0.50"
"Random-intercept model (RI)",11,20,0.5,"LM",20,9.13050876437,0.0520600652610516,9.02847103645834,9.23254649228166,"20","Var(a) = 0.50"
"Random-intercept model (RI)",11,50,0.5,"ORACLE",20,9.24935656967292,0.0643260137181927,9.12327758278526,9.37543555656057,"50","Var(a) = 0.50"
"Random-intercept model (RI)",11,50,0.5,"CIRG",20,9.25563104842325,0.0634153009624596,9.13133705853683,9.37992503830967,"50","Var(a) = 0.50"
"Random-intercept model (RI)",11,50,0.5,"KM",20,9.25646044702583,0.0626667398629984,9.13363363689435,9.37928725715731,"50","Var(a) = 0.50"
