"model","case","R","Var_a","method","n","mean_MSPE","MCSE","lower","upper","R_factor","Var_a_label"
"Random-intercept model (RI)",3,50,0.5,"KM",20,9.40178391472025,0.0493842855558132,9.30499071503086,9.49857711440965,"50","Var(a) = 0.50"
"Random-intercept model (RI)",3,50,0.5,"BLM",20,9.46671112590725,0.0494807357430449,9.36972888385088,9.56369336796362,"50","Var(a) = 0.50"
"Random-intercept model (RI)",3,50,0.5,"CPF",20,9.44028643628964,0.0500136965114819,9.34225959112713,9.53831328145214,"50","Var(a) = 0.50"
"Random-intercept model (RI)",3,50,0.5,"OBS",20,9.42602804057135,0.0497054243435698,9.32860540885796,9.52345067228475,"50","Var(a) = 0.50"
"Random-intercept model (RI)",3,50,0.5,"LM",20,9.42548383008517,0.0498334458577598,9.32781027620396,9.52315738396638,"50","Var(a) = 0.50"
"Random-intercept model (RI)",3,10,2.25,"ORACLE",20,9.0000643544053,0.0557485796817614,8.89079713822905,9.10933157058156,"10","Var(a) = 2.25"
"Random-intercept model (RI)",3,10,2.25,"CIRG",20,10.5731480756171,0.192007716117355,10.1968129520271,10.9494831992071,"10","Var(a) = 2.25"
"Random-intercept model (RI)",3,10,2.25,"KM",20,10.5956332697621,0.195904897537916,10.2116596705878,10.9796068689364,"10","Var(a) = 2.25"
"Random-intercept model (RI)",3,10,2.25,"BLM",20,10.6180669752039,0.196375070014501,10.2331718379755,11.0029621124323,"10","Var(a) = 2.25"
"Random-intercept model (RI)",3,10,2.25,"CPF",20,10.6170126611496,0.196391471212418,10.2320853775733,11.0019399447259,"10","Var(a) = 2.25"
"Random-intercept model (RI)",3,10,2.25,"OBS",20,10.6161934197175,0.196406457565214,10.2312367628897,11.0011500765453,"10","Var(a) = 2.25"
"Random-intercept model (RI)",3,10,2.25,"LM",20,10.6155123058288,0.196387354238313,10.2305930915217,11.0004315201359,"10","Var(a) = 2.25"
"Random-intercept model (RI)",3,20,2.25,"ORACLE",20,9.00781480338894,0.0530096482508022,8.90391589281737,9.11171371396051,"20","Var(a) = 2.25"
"Random-intercept model (RI)",3,20,2.25,"CIRG",20,10.7211241434098,0.158464653627511,10.4105334222998,11.0317148645197,"20","Var(a) = 2.25"
"Random-intercept model (RI)",3,20,2.25,"KM",20,10.8230524307185,0.158560718980653,10.5122734215164,11.1338314399206,"20","Var(a) = 2.25"
"Random-intercept model (RI)",3,20,2.25,"BLM",20,10.9139831403936,0.170456578248179,10.5798882470272,11.2480780337601,"20","Var(a) = 2.25"
"Random-intercept model (RI)",3,20,2.25,"CPF",20,10.903052022485,0.169743143847925,10.5703554605431,11.2357485844269,"20","Var(a) = 2.25"
"Random-intercept model (RI)",3,20,2.25,"OBS",20,10.8947461398946,0.169128923412798,10.5632534500055,11.2262388297836,"20","Var(a) = 2.25"
"Random-intercept model (RI)",3,20,2.25,"LM",20,10.8913607233171,0.168979201523823,10.5601614883304,11.2225599583038,"20","Var(a) = 2.25"
"Random-intercept model (RI)",3,50,2.25,"ORACLE",20,9.05521325954935,0.0512561651494905,8.95475117585635,9.15567534324235,"50","Var(a) = 2.25"
"Random-intercept model (RI)",3,50,2.25,"CIRG",20,10.8394660977207,0.0999401258169352,10.6435834511195,11.0353487443219,"50","Var(a) = 2.25"
"Random-intercept model (RI)",3,50,2.25,"KM",20,10.7862435333626,0.0999350681112063,10.5903707998646,10.9821162668606,"50","Var(a) = 2.25"
"Random-intercept model (RI)",3,50,2.25,"BLM",20,10.9728101421196,0.103369009205051,10.7702068840777,11.1754134001615,"50","Var(a) = 2.25"
"Random-intercept model (RI)",3,50,2.25,"CPF",20,10.9473430493643,0.103070730783496,10.7453244170287,11.1493616817,"50","Var(a) = 2.25"
"Random-intercept model (RI)",3,50,2.25,"OBS",20,10.9286429960438,0.101581229574541,10.7295437860777,11.1277422060099,"50","Var(a) = 2.25"
"Random-intercept model (RI)",3,50,2.25,"LM",20,10.9278447150463,0.101554582229649,10.7287977338761,11.1268916962164,"50","Var(a) = 2.25"
"Random-slope model (RS)",3,10,0.5,"ORACLE",20,9.35553771948016,0.0583772681125521,9.24111827397956,9.46995716498076,"10","Var(a) = 0.50"
"Random-slope model (RS)",3,10,0.5,"CIRG",20,10.9604726043603,0.128915662535567,10.7077979057905,11.21314730293,"10","Var(a) = 0.50"
"Random-slope model (RS)",3,10,0.5,"KM",20,10.9620070422827,0.128899816040054,10.7093634028442,11.2146506817212,"10","Var(a) = 0.50"
"Random-slope model (RS)",3,10,0.5,"BLM",20,11.0712951327234,0.130947870992948,10.8146373055772,11.3279529598696,"10","Var(a) = 0.50"
"Random-slope model (RS)",3,10,0.5,"CPF",20,11.0774003279547,0.130883035435908,10.8208695785003,11.3339310774091,"10","Var(a) = 0.50"
"Random-slope model (RS)",3,10,0.5,"OBS",20,11.0764250537028,0.130818291685925,10.8200212019984,11.3328289054072,"10","Var(a) = 0.50"
"Random-slope model (RS)",3,10,0.5,"LM",20,11.0712951327234,0.130947870992948,10.8146373055772,11.3279529598696,"10","Var(a) = 0.50"
"Random-slope model (RS)",3,20,0.5,"ORACLE",20,9.65930569618417,0.04811399097853,9.56500227386625,9.75360911850209,"20","Var(a) = 0.50"
"Random-slope model (RS)",3,20,0.5,"CIRG",20,11.2257084108137,0.0913897972043523,11.0465844082932,11.4048324133343,"20","Var(a) = 0.50"
"Random-slope model (RS)",3,20,0.5,"KM",20,11.3166906853397,0.0951725127899183,11.1301525602715,11.503228810408,"20","Var(a) = 0.50"
"Random-slope model (RS)",3,20,0.5,"BLM",20,11.4460151276512,0.0973466458721234,11.2552157017418,11.6368145535605,"20","Var(a) = 0.50"
"Random-slope model (RS)",3,20,0.5,"CPF",20,11.4542101263276,0.0964790642791353,11.2651111603405,11.6433090923147,"20","Var(a) = 0.50"
"Random-slope model (RS)",3,20,0.5,"OBS",20,11.4500822537237,0.0966264165167844,11.2606944773508,11.6394700300966,"20","Var(a) = 0.50"
"Random-slope model (RS)",3,20,0.5,"LM",20,11.4460151276512,0.0973466458721235,11.2552157017418,11.6368145535605,"20","Var(a) = 0.50"
"Random-slope model (RS)",3,50,0.5,"ORACLE",20,10.1221737395728,0.0574982364221149,10.0094771961855,10.2348702829602,"50","Var(a) = 0.50"
"Random-slope model (RS)",3,50,0.5,"CIRG",20,15.0154100892538,0.328234842373946,14.3720697982009,15.6587503803067,"50","Var(a) = 0.50"
"Random-slope model (RS)",3,50,0.5,"KM",20,14.7518563081706,0.32455317852138,14.1157320782687,15.3879805380725,"50","Var(a) = 0.50"
"Random-slope model (RS)",3,50,0.5,"BLM",20,15.5401272149339,0.361045528297147,14.8324779794715,16.2477764503963,"50","Var(a) = 0.50"
"Random-slope model (RS)",3,50,0.5,"CPF",20,15.5607609873637,0.360113009083482,14.85493948956,16.2665824851673,"50","Var(a) = 0.50"
"Random-slope model (RS)",3,50,0.5,"OBS",20,15.5707194848035,0.360884959218678,14.8633849647349,16.2780540048722,"50","Var(a) = 0.50"
"Random-slope model (RS)",3,50,0.5,"LM",20,15.5401272149339,0.361045528297147,14.8324779794715,16.2477764503963,"50","Var(a) = 0.50"
"Random-slope model (RS)",3,10,2.25,"ORACLE",20,9.3576186806158,0.0585045338276189,9.24294979431367,9.47228756691793,"10","Var(a) = 2.25"
"Random-slope model (RS)",3,10,2.25,"CIRG",20,12.1490419116917,0.254835056413182,11.6495652011218,12.6485186222615,"10","Var(a) = 2.25"
"Random-slope model (RS)",3,10,2.25,"KM",20,12.1496937079919,0.255422339574958,11.649065922425,12.6503214935588,"10","Var(a) = 2.25"
"Random-slope model (RS)",3,10,2.25,"BLM",20,12.3520590474984,0.27318030834167,11.8166256431487,12.887492451848,"10","Var(a) = 2.25"
"Random-slope model (RS)",3,10,2.25,"CPF",20,12.3579264757703,0.27297543689753,11.8228946194511,12.8929583320894,"10","Var(a) = 2.25"
"Random-slope model (RS)",3,10,2.25,"OBS",20,12.3574797447835,0.273164752831863,11.822076829233,12.8928826603339,"10","Var(a) = 2.25"
"Random-slope model (RS)",3,10,2.25,"LM",20,12.3520590474984,0.27318030834167,11.8166256431487,12.887492451848,"10","Var(a) = 2.25"
"Random-slope model (RS)",3,20,2.25,"ORACLE",20,9.66170094447822,0.0481608289398586,9.5673057197561,9.75609616920034,"20","Var(a) = 2.25"
"Random-slope model (RS)",3,20,2.25,"CIRG",20,12.6328043346987,0.170801473218774,12.2980334471899,12.9675752222075,"20","Var(a) = 2.25"
"Random-slope model (RS)",3,20,2.25,"KM",20,12.7835337505943,0.179536168749077,12.4316428598461,13.1354246413425,"20","Var(a) = 2.25"
"Random-slope model (RS)",3,20,2.25,"BLM",20,13.0612232814179,0.160572736580239,12.7465007177206,13.3759458451151,"20","Var(a) = 2.25"
"Random-slope model (RS)",3,20,2.25,"CPF",20,13.0704544194151,0.159515503595293,12.7578040323683,13.3831048064619,"20","Var(a) = 2.25"
"Random-slope model (RS)",3,20,2.25,"OBS",20,13.0663585579365,0.159905621997451,12.7529435388215,13.3797735770515,"20","Var(a) = 2.25"
"Random-slope model (RS)",3,20,2.25,"LM",20,13.0612232814179,0.160572736580239,12.7465007177206,13.3759458451151,"20","Var(a) = 2.25"
"Random-slope model (RS)",3,50,2.25,"ORACLE",20,10.1299297693551,0.0575665627658686,10.017099306334,10.2427602323762,"50","Var(a) = 2.25"
"Random-slope model (RS)",3,50,2.25,"CIRG",20,16.5130470989858,0.329678148517759,15.866877927891,17.1592162700806,"50","Var(a) = 2.25"
"Random-slope model (RS)",3,50,2.25,"KM",20,16.1866934418948,0.321803326927936,15.555958921116,16.8174279626735,"50","Var(a) = 2.25"
"Random-slope model (RS)",3,50,2.25,"BLM",20,17.1569368487599,0.363725586623149,16.4440346989785,17.8698389985413,"50","Var(a) = 2.25"
"Random-slope model (RS)",3,50,2.25,"CPF",20,17.1741247374429,0.362686402579424,16.4632593883872,17.8849900864985,"50","Var(a) = 2.25"
"Random-slope model (RS)",3,50,2.25,"OBS",20,17.1892381018759,0.363370195200252,16.4770325192834,17.9014436844684,"50","Var(a) = 2.25"
"Random-slope model (RS)",3,50,2.25,"LM",20,17.1569368487599,0.363725586623149,16.4440346989785,17.8698389985413,"50","Var(a) = 2.25"
"Random-intercept model (RI)",4,10,0.5,"ORACLE",20,8.98767316912964,0.0543097572464585,8.88122604492658,9.0941202933327,"10","Var(a) = 0.50"
"Random-intercept model (RI)",4,10,0.5,"CIRG",20,9.31945214623807,0.0754686633856883,9.17153356600212,9.46737072647402,"10","Var(a) = 0.50"
"Random-intercept model (RI)",4,10,0.5,"KM",20,9.32847274365567,0.0758807285730032,9.17974651565259,9.47719897165876,"10","Var(a) = 0.50"
"Random-intercept model (RI)",4,10,0.5,"BLM",20,9.33613546163225,0.0767766783848553,9.18565317199793,9.48661775126657,"10","Var(a) = 0.50"
"Random-intercept model (RI)",4,10,0.5,"CPF",20,9.33522509571109,0.0767683154295772,9.18475919746912,9.48569099395306,"10","Var(a) = 0.50"
"Random-intercept model (RI)",4,10,0.5,"OBS",20,9.33436179506,0.0768388647994683,9.18375762005305,9.48496597006696,"10","Var(a) = 0.50"
"Random-intercept model (RI)",4,10,0.5,"LM",20,9.33358453379492,0.0768229445841428,9.18301156241,9.48415750517984,"10","Var(a) = 0.50"
"Random-intercept model (RI)",4,20,0.5,"ORACLE",20,9.01831175436394,0.0538943536496904,8.91267882121055,9.12394468751733,"20","Var(a) = 0.50"
"Random-intercept model (RI)",4,20,0.5,"CIRG",20,9.38028639640597,0.0652254586920587,9.25244449736954,9.50812829544241,"20","Var(a) = 0.50"
"Random-intercept model (RI)",4,20,0.5,"KM",20,9.35885444394101,0.0646143355436312,9.23221034627549,9.48549854160653,"20","Var(a) = 0.50"
"Random-intercept model (RI)",4,20,0.5,"BLM",20,9.43482884416798,0.069569547844921,9.29847253039194,9.57118515794403,"20","Var(a) = 0.50"
"Random-intercept model (RI)",4,20,0.5,"CPF",20,9.4280338770484,0.0691390399258883,9.29252135879366,9.56354639530315,"20","Var(a) = 0.50"
"Random-intercept model (RI)",4,20,0.5,"OBS",20,9.42033051156086,0.0686349950573813,9.28580592124839,9.55485510187333,"20","Var(a) = 0.50"
"Random-intercept model (RI)",4,20,0.5,"LM",20,9.41767635494579,0.0685322422534402,9.28335316012905,9.55199954976253,"20","Var(a) = 0.50"
"Random-intercept model (RI)",4,50,0.5,"ORACLE",20,9.04081251790426,0.0497087234298396,8.94338341998178,9.13824161582675,"50","Var(a) = 0.50"
"Random-intercept model (RI)",4,50,0.5,"CIRG",20,9.40102085131617,0.0493276374397836,9.3043386819342,9.49770302069815,"50","Var(a) = 0.50"
"Random-intercept model (RI)",4,50,0.5,"KM",20,9.38971646478712,0.048839329830156,9.29399137832002,9.48544155125423,"50","Var(a) = 0.50"
"Random-intercept model (RI)",4,50,0.5,"BLM",20,9.4607548481989,0.0504767154531401,9.36182048591075,9.55968921048706,"50","Var(a) = 0.50"
"Random-intercept model (RI)",4,50,0.5,"CPF",20,9.43315679973579,0.0504025525691086,9.33436779670034,9.53194580277125,"50","Var(a) = 0.50"
"Random-intercept model (RI)",4,50,0.5,"OBS",20,9.41981291584345,0.0499907316341355,9.32183108184054,9.51779474984635,"50","Var(a) = 0.50"
"Random-intercept model (RI)",4,50,0.5,"LM",20,9.41882479349516,0.050097700639522,9.3206333002417,9.51701628674863,"50","Var(a) = 0.50"
"Random-intercept model (RI)",4,10,2.25,"ORACLE",20,8.98780335582142,0.0542997656438073,8.88137581515956,9.09423089648328,"10","Var(a) = 2.25"
"Random-intercept model (RI)",4,10,2.25,"CIRG",20,10.4864521431976,0.183621783819161,10.126553446912,10.8463508394831,"10","Var(a) = 2.25"
"Random-intercept model (RI)",4,10,2.25,"KM",20,10.5375577379267,0.189323812348855,10.166483065723,10.9086324101305,"10","Var(a) = 2.25"
"Random-intercept model (RI)",4,10,2.25,"BLM",20,10.5833283045978,0.193448772547867,10.2041687104039,10.9624878987916,"10","Var(a) = 2.25"
"Random-intercept model (RI)",4,10,2.25,"CPF",20,10.582143922992,0.193518815373869,10.2028470448592,10.9614408011248,"10","Var(a) = 2.25"
"Random-intercept model (RI)",4,10,2.25,"OBS",20,10.5813309340767,0.193523983244293,10.2020239269179,10.9606379412355,"10","Var(a) = 2.25"
"Random-intercept model (RI)",4,10,2.25,"LM",20,10.580447188641,0.193543667980297,10.2011015993996,10.9597927778824,"10","Var(a) = 2.25"
"Random-intercept model (RI)",4,20,2.25,"ORACLE",20,9.01912298606034,0.054171779618254,8.91294629800856,9.12529967411212,"20","Var(a) = 2.25"
"Random-intercept model (RI)",4,20,2.25,"CIRG",20,10.7444494251259,0.151367469554287,10.4477691847995,11.0411296654523,"20","Var(a) = 2.25"
"Random-intercept model (RI)",4,20,2.25,"KM",20,10.618321242412,0.151922675968338,10.3205527975141,10.91608968731,"20","Var(a) = 2.25"
"Random-intercept model (RI)",4,20,2.25,"BLM",20,10.9203350861937,0.168440817604883,10.5901910836882,11.2504790886993,"20","Var(a) = 2.25"
"Random-intercept model (RI)",4,20,2.25,"CPF",20,10.9119679493751,0.167927323623154,10.5828303950738,11.2411055036765,"20","Var(a) = 2.25"
"Random-intercept model (RI)",4,20,2.25,"OBS",20,10.9016729632533,0.167347485734988,10.5736718912128,11.2296740352939,"20","Var(a) = 2.25"
"Random-intercept model (RI)",4,20,2.25,"LM",20,10.8986165577876,0.167249019603743,10.5708084793643,11.226424636211,"20","Var(a) = 2.25"
"Random-intercept model (RI)",4,50,2.25,"ORACLE",20,9.04640614422944,0.0501329639951103,8.94814553479902,9.14466675365985,"50","Var(a) = 2.25"
"Random-intercept model (RI)",4,50,2.25,"CIRG",20,10.8172126166907,0.104859936014454,10.6116871421024,11.0227380912791,"50","Var(a) = 2.25"
"Random-intercept model (RI)",4,50,2.25,"KM",20,10.7600904276009,0.102312090152969,10.5595587309011,10.9606221243008,"50","Var(a) = 2.25"
"Random-intercept model (RI)",4,50,2.25,"BLM",20,10.9742200215557,0.108019325525183,10.7625021435264,11.1859378995851,"50","Var(a) = 2.25"
"Random-intercept model (RI)",4,50,2.25,"CPF",20,10.948231172087,0.107551716821669,10.7374298071165,11.1590325370575,"50","Var(a) = 2.25"
"Random-intercept model (RI)",4,50,2.25,"OBS",20,10.9276980783313,0.106001407762267,10.7199353191173,11.1354608375453,"50","Var(a) = 2.25"
"Random-intercept model (RI)",4,50,2.25,"LM",20,10.9264155514755,0.105933958870821,10.7187849920887,11.1340461108623,"50","Var(a) = 2.25"
"Random-slope model (RS)",4,10,0.5,"ORACLE",20,9.43123871433888,0.0548507373863241,9.32373126906169,9.53874615961607,"10","Var(a) = 0.50"
"Random-slope model (RS)",4,10,0.5,"CIRG",20,17.132764232646,0.565638397633921,16.0241129732835,18.2414154920085,"10","Var(a) = 0.50"
"Random-slope model (RS)",4,10,0.5,"KM",20,17.2622765677234,0.580042139777038,16.1253939737604,18.3991591616864,"10","Var(a) = 0.50"
"Random-slope model (RS)",4,10,0.5,"BLM",20,18.0988531312927,0.597705285440722,16.9273507718289,19.2703554907565,"10","Var(a) = 0.50"
"Random-slope model (RS)",4,10,0.5,"CPF",20,18.1151133251486,0.598304511661012,16.942436482293,19.2877901680042,"10","Var(a) = 0.50"
"Random-slope model (RS)",4,10,0.5,"OBS",20,18.1151993334891,0.598411471984264,16.9423128483999,19.2880858185782,"10","Var(a) = 0.50"
"Random-slope model (RS)",4,10,0.5,"LM",20,18.0988531312927,0.597705285440721,16.9273507718289,19.2703554907565,"10","Var(a) = 0.50"
"Random-slope model (RS)",4,20,0.5,"ORACLE",20,9.88418895905818,0.0489325606915961,9.78828114010265,9.9800967780137,"20","Var(a) = 0.50"
"Random-slope model (RS)",4,20,0.5,"CIRG",20,18.8655665620423,0.781895419848533,17.3330515391392,20.3980815849454,"20","Var(a) = 0.50"
"Random-slope model (RS)",4,20,0.5,"KM",20,18.1111072832412,0.609281577105234,16.9169153921149,19.3052991743674,"20","Var(a) = 0.50"
"Random-slope model (RS)",4,20,0.5,"BLM",20,20.5169747085185,0.910384874349341,18.7326203547938,22.3013290622433,"20","Var(a) = 0.50"
"Random-slope model (RS)",4,20,0.5,"CPF",20,20.5400462569561,0.91001285985957,18.7564210516313,22.3236714622808,"20","Var(a) = 0.50"
"Random-slope model (RS)",4,20,0.5,"OBS",20,20.5409166394133,0.910984262304076,18.7553874852973,22.3264457935293,"20","Var(a) = 0.50"
"Random-slope model (RS)",4,20,0.5,"LM",20,20.5169747085185,0.910384874349342,18.7326203547938,22.3013290622433,"20","Var(a) = 0.50"
"Random-slope model (RS)",4,50,0.5,"ORACLE",20,10.7065467923584,0.0570396961994646,10.5947489878075,10.8183445969094,"50","Var(a) = 0.50"
"Random-slope model (RS)",4,50,0.5,"CIRG",20,71.8813355226273,5.05528664099418,61.9729737062787,81.7896973389759,"50","Var(a) = 0.50"
"Random-slope model (RS)",4,50,0.5,"KM",20,68.8940473401096,4.80618117384992,59.4739322393638,78.3141624408555,"50","Var(a) = 0.50"
"Random-slope model (RS)",4,50,0.5,"BLM",20,84.0531396710083,5.64862855905315,72.9818276952641,95.1244516467525,"50","Var(a) = 0.50"
"Random-slope model (RS)",4,50,0.5,"CPF",20,84.201029202723,5.67017415672287,73.0874878555462,95.3145705498998,"50","Var(a) = 0.50"
"Random-slope model (RS)",4,50,0.5,"OBS",20,84.3526248898558,5.654151491115,73.2704879672704,95.4347618124412,"50","Var(a) = 0.50"
"Random-slope model (RS)",4,50,0.5,"LM",20,84.0531396710084,5.64862855905316,72.9818276952642,95.1244516467526,"50","Var(a) = 0.50"
"Random-slope model (RS)",4,10,2.25,"ORACLE",20,9.43217263670349,0.0545970509986796,9.32516241674608,9.5391828566609,"10","Var(a) = 2.25"
"Random-slope model (RS)",4,10,2.25,"CIRG",20,18.1925564771573,0.726340677337104,16.7689287495766,19.616184204738,"10","Var(a) = 2.25"
"Random-slope model (RS)",4,10,2.25,"KM",20,18.3423628610303,0.750888899170207,16.8706206186567,19.8141051034039,"10","Var(a) = 2.25"
"Random-slope model (RS)",4,10,2.25,"BLM",20,19.3096618737202,0.7985983162979,17.7444091737763,20.8749145736641,"10","Var(a) = 2.25"
"Random-slope model (RS)",4,10,2.25,"CPF",20,19.3260625499745,0.800461818234482,17.7571573862349,20.8949677137141,"10","Var(a) = 2.25"
"Random-slope model (RS)",4,10,2.25,"OBS",20,19.3264758360363,0.800346186803347,17.7577973099018,20.8951543621709,"10","Var(a) = 2.25"
"Random-slope model (RS)",4,10,2.25,"LM",20,19.3096618737202,0.7985983162979,17.7444091737763,20.8749145736641,"10","Var(a) = 2.25"
"Random-slope model (RS)",4,20,2.25,"ORACLE",20,9.88745981000547,0.0486341320190835,9.79213691124806,9.98278270876287,"20","Var(a) = 2.25"
"Random-slope model (RS)",4,20,2.25,"CIRG",20,20.3821139036415,0.801229975004064,18.8117031526335,21.9525246546494,"20","Var(a) = 2.25"
"Random-slope model (RS)",4,20,2.25,"KM",20,19.5613468745017,0.625009534445058,18.3363281869894,20.786365562014,"20","Var(a) = 2.25"
"Random-slope model (RS)",4,20,2.25,"BLM",20,22.3624486721032,0.938556307206189,20.5228783099791,24.2020190342273,"20","Var(a) = 2.25"
"Random-slope model (RS)",4,20,2.25,"CPF",20,22.387524027649,0.938771449446923,20.5475319867331,24.227516068565,"20","Var(a) = 2.25"
"Random-slope model (RS)",4,20,2.25,"OBS",20,22.3886624681246,0.938486154631764,20.5492296050463,24.2280953312028,"20","Var(a) = 2.25"
"Random-slope model (RS)",4,20,2.25,"LM",20,22.3624486721032,0.938556307206187,20.5228783099791,24.2020190342273,"20","Var(a) = 2.25"
