"method","MSPE","beta_MSE","beta_SSE","intercept_MSE","Var_a_hat","Var_b_hat","Var_e_hat","Var_a_MSE","Var_b_MSE","Var_e_MSE","G_MSE","selected_K","objective","runtime","converged","iterations","group_ARI","mis_type","rho","merge_factor","dist_x","var_b","lambda","R_true","N_test","replication","model","case"
"CIRG",23.9848524410986,0.0194902431247611,0.389804862495222,0.0126713047769137,0.000198311926238902,5.11348983148757e-05,23.9778001746035,5.06160763565955,0.00998977563511485,224.334498070353,0.0119306193840405,2,-24.1455584714816,8.95000000000005,TRUE,183,-0.000475857408967166,"contam",0.25,2,"case7",0.1,1,20,1000,3,"RS",7
"CIRG",18.2334388253622,0.0311560006288254,0.623120012576507,0.201998141774261,0.852268278732758,0.00229384466277603,14.7279648455738,1.95365396463669,0.00954649279078174,32.8095812721288,0.0048630018604361,7,-14.8919231306238,12.48,FALSE,300,-0.00235803862037269,"contam",0.25,2,"case7",0.1,1,20,1000,4,"RS",7
"CIRG",21.3135057755969,0.0711870341010102,1.4237406820202,1.12906921758386,5.1668734656907,0.0460535925733826,17.8485873729039,8.50815081485046,0.0029102148742386,78.2974984959148,0.0194248415245697,6,-18.3203220945042,7.96999999999991,TRUE,40,0.000250659062808329,"contam",0.25,2,"case7",0.1,1,20,1000,5,"RS",7
"CIRG",15.3008197838737,0.0121626063453145,0.24325212690629,0.0282401622894727,0.000274278992141319,0.00032400368076777,12.2706873136592,5.06126581976433,0.0099353042422316,10.6973955037315,0.0119273739333537,2,-12.4332001514525,2.65999999999997,TRUE,37,0,"contam",0.25,2,"case8",0.1,1,20,1000,1,"RS",8
"CIRG",16.0063421390724,0.018836249864829,0.376724997296579,0.0124758570436384,0.000126062379094284,0.000247464958188766,11.8252390058341,5.0619327351858,0.00995056824726778,7.98197544008625,0.0119295784583473,2,-11.980195141877,6.32000000000005,TRUE,77,0,"contam",0.25,2,"case8",0.1,1,20,1000,2,"RS",8
"CIRG",17.3633550894752,0.00759290663620301,0.15185813272406,0.0595586054086761,0.000142805982495562,0.000191995150953412,11.7072107170846,5.06185739347232,0.00996163783194731,7.32898986669757,0.0119299096374405,2,-11.8622936181628,3.55999999999995,TRUE,69,0,"contam",0.25,2,"case8",0.1,1,20,1000,3,"RS",8
"CIRG",17.2614739731546,0.0104179132259806,0.208358264519612,0.127923100613418,0.115550062287055,0.000743163342473896,11.9398718343473,4.5558765366028,0.00985191962325882,8.64284640238874,0.01077758487317,4,-12.1527191421479,4.88999999999999,TRUE,86,-0.00224798097870588,"contam",0.25,2,"case8",0.1,1,20,1000,4,"RS",8
"CIRG",19.1916666522718,0.0165190230464479,0.330380460928958,0.560433893314045,0.153374509635781,0.000314320756943884,13.5087513949149,4.395838446845,0.00993723464614947,20.328839141147,0.0104185558724898,5,-13.7124129590817,8,TRUE,203,0.000362582884528886,"contam",0.25,2,"case8",0.1,1,20,1000,5,"RS",8
"CIRG",15.5139568995783,0.0515787817275503,1.03157563455101,0.0442567344454769,3.69446892359463,0.00710879476525897,9.57755492045187,2.08649047123064,0.00862877600996278,0.33356968613817,0.00512259862002244,7,-9.91256427776378,9.45999999999992,TRUE,152,-5.01574285089441e-05,"contam",0.25,2,"case9",0.1,1,20,1000,1,"RS",9
"CIRG",12.5394920405471,0.0115921995054167,0.231843990108333,0.00506225428800148,0.000319780898939099,0.000384736704046947,12.1850024771556,5.0610610882146,0.00992320068152205,10.1442407794876,0.0119263607751588,2,-12.3578331348765,2.63999999999999,TRUE,41,0.000393241701017838,"contam",0.25,2,"case9",0.1,1,20,1000,2,"RS",9
"CIRG",14.3356790756851,0.0105743645682951,0.211487291365902,0.0665404400079118,0.0899758996712412,0.00037532704044088,11.4739674973943,4.66570411400106,0.00992507546229911,6.12051517816324,0.0110299447239162,2,-11.6428701443475,2.54999999999995,TRUE,39,0.00089592996405853,"contam",0.25,2,"case9",0.1,1,20,1000,3,"RS",9
"CIRG",15.5461040604402,0.0420941525236978,0.841883050473956,0.052381088252049,1.7202488427632,0.000409929719844455,10.6090709061801,0.280636288593732,0.00991818209840632,2.58910918111536,0.00108616764299741,6,-10.7915022248816,12.5600000000001,FALSE,300,0.000715660945647983,"contam",0.25,2,"case9",0.1,1,20,1000,4,"RS",9
"CIRG",16.7719980675247,0.0355282010591217,0.710564021182435,0.622091196964028,1.28368190415518,0.000428717347463584,12.3307041857361,0.933770662357155,0.0099144403290713,11.0935903728801,0.00256702827423714,5,-12.5347563505825,10.9499999999999,FALSE,300,0.00137009308688228,"contam",0.25,2,"case9",0.1,1,20,1000,5,"RS",9
